ID,Job_Title,Estimated_Salary_in_USD,Lower_Salary_in_Thousand_$,Upper_Salary_in_Thousand_$,Avg_Salary(in 1000 USD),Job_City,Job_State,Headquarters_City,Headquaters_State,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Lower_Salary,Upper_Salary,Avg_Salary_in_k,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary_in_k,degree_new
323,Digital Marketing & ECommerce Data Analyst,31K-72K,31,72,51.5,San Rafael, CA,San Rafael, CA,51 - 200,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,31,72,51.5,Vionic Group,CA,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,Jr,na,51.5,Fresher
324,Principal Scientist - Immunologist,98K-182K,98,182,140,Boston, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",98,182,140,Takeda Pharmaceuticals,MA,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,140,M
325,Senior Data Analyst,55K-100K,55,100,77.5,Hamilton, NJ,Hamilton, NJ,201 - 500,2014,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,55,100,77.5,Dodge Data & Analytics,NJ,38,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,77.5,Fresher
326,Insurance Financial Data Analyst,45K-82K,45,82,63.5,Boise, ID,Boise, ID,501 - 1000,2004,Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,45,82,63.5,Clearwater Analytics,ID,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,63.5,Fresher
328,Data Scientist,83K-135K,83,135,109,San Francisco, CA,Pleasanton, CA,Jan-50,-1,Private,IT Services,Information Technology,Less than $1 million (USD),-1,83,135,109,"Tekvalley, Corp.",CA,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,na,109,P
330,Data Scientist,70K-122K,70,122,96,Oak Ridge, TN,Lynchburg, VA,5001 - 10000,1850,Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,70,122,96,BWX Technologies,TN,23,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,data scientist,Jr,M,96,M
331,Principal Data Scientist with over 10 years experience,200K-250K,200,250,225,San Francisco, CA,Fremont, CA,51 - 200,2017,Private,IT Services,Information Technology,$5 to $10 million (USD),-1,200,250,225,CA-One Tech Clou,CA,51,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,Sr,na,225,M
332,Data Engineer,70K-132K,70,132,101,Agoura Hills, CA,Westlake Village, CA,1001 - 5000,2008,Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",70,132,101,PennyMac,CA,50,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,Jr,na,101,P
333,Senior Data Scientist,73K-124K,73,124,98.5,Woodbridge, NJ,Boston, MA,1001 - 5000,1982,Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",73,124,98.5,Plymouth Rock Assurance,NJ,42,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,98.5,M
334,Data Engineer I - Azure,54K-101K,54,101,77.5,Pella, IA,Pella, IA,1001 - 5000,1948,Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",54,101,77.5,Vermeer,IA,20,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,77.5,Fresher
335,"Sr. Scientist, Quantitative Translational Sciences",117K-206K,117,206,161.5,Boston, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",117,206,161.5,Takeda Pharmaceuticals,MA,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,161.5,M
337,MED TECH/LAB SCIENTIST - LABORATORY,21K-34K,43,70,56.5,Lewes, DE,Lewes, DE,1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,Beebe Healthcare,DE,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,56.5,Fresher
339,Sr. Data Scientist II,111K-183K,111,183,147,New York, NY,Hamilton, Bermuda,1001 - 5000,1948,Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,111,183,147,Argo Group US,NY,49,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,Sr,na,147,M
341,Data Scientist,68K-112K,68,112,90,San Ramon, CA,Mumbai, India,10000+,1997,Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",68,112,90,L&T Infotech,CA,42,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,data scientist,Jr,na,90,P
342,Information Security Data Analyst,42K-74K,42,74,58,Red Bank, NJ,Toms River, NJ,501 - 1000,1902,Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,42,74,58,OceanFirst Financial,NJ,37,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,58,Fresher
344,Excel / VBA / sql_ Data Analyst,44K-78K,44,78,61,Springfield, MO,Springfield, MO,501 - 1000,1961,Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,44,78,61,Associated Electric Cooperative,MO,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,61,M
346,Machine Learning Research Scientist,81K-159K,81,159,120,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,159,120,Software Engineering Institute,PA,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,Sr,P,120,P
347,Data Scientist,95K-161K,95,161,128,New York, NY,New York, NY,1001 - 5000,1744,Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1,95,161,128,Sotheby's,NY,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,128,M
348,Data Scientist,75K-124K,75,124,99.5,Hillsboro, OR,San Jose, CA,1001 - 5000,1952,Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,75,124,99.5,First Tech Federal Credit Union,OR,48,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,data scientist,Jr,na,99.5,P
349,Data Scientist,72K-120K,72,120,96,Detroit, MI,Detroit, MI,1001 - 5000,1997,Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1,72,120,96,Amrock,MI,27,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,96,M
350,Data Scientist,76K-126K,76,126,101,Washington, DC,Washington, DC,201 - 500,2003,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,76,126,101,Vanda Pharmaceuticals,DC,31,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,101,M
351,Senior Data Scientist,114K-182K,114,182,148,Burbank, CA,Burbank, CA,51 - 200,2009,Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,114,182,148,Zest AI,CA,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,148,M
352,"Data Scientist, Senior",108K-176K,108,176,142,Fort Belvoir, VA,Mc Lean, VA,501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",108,176,142,Novetta,VA,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,Sr,na,142,M
353,Senior Data Scientist,130K-208K,130,208,169,Palo Alto, CA,Palo Alto, CA,Jan-50,2007,Private,K-12 Education,Education,Unknown / Non-Applicable,-1,130,208,169,CK-12 Foundation,CA,31,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,data scientist,Sr,M,169,M
354,"VP, Data Science",83K-166K,83,166,124.5,Phoenix, AZ,Westlake Village, CA,1001 - 5000,2008,Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",83,166,124.5,PennyMac,AZ,21,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,Sr,na,124.5,M
355,Radar Data Analyst,42K-76K,42,76,59,Huntsville, AL,Arlington, VA,51 - 200,1996,Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",42,76,59,DECISIVE ANALYTICS Corporation,AL,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,59,Fresher
356,CONSULTANTâ€“ DATA ANALYTICS GROUP,37K-68K,37,68,52.5,San Diego, CA,Waltham, MA,51 - 200,1987,Private,Consulting,Business Services,$10 to $25 million (USD),-1,37,68,52.5,Opinion Dynamics,CA,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data analitics,Jr,na,52.5,Fresher
357,Data Engineer,52K-99K,52,99,75.5,Houston, TX,Reston, VA,501 - 1000,1982,Private,IT Services,Information Technology,$50 to $100 million (USD),-1,52,99,75.5,Applied Information Sciences,TX,31,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,Jr,na,75.5,Fresher
358,Senior Data Scientist,105K-173K,105,173,139,Armonk, NY,Zurich, Switzerland,10000+,1863,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",105,173,139,Swiss Re,NY,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,139,M
362,"Data Engineer, Data Engineering and Artifical Intelligence",71K-134K,71,134,102.5,Cambridge, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",71,134,102.5,Takeda Pharmaceuticals,MA,23,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,data engineer,Jr,na,102.5,P
364,Staff Scientist,39K-82K,39,82,60.5,Columbia, SC,Charlotte, NC,201 - 500,1929,Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",39,82,60.5,WK Dickson,SC,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,60.5,Fresher
366,PL Actuarial-Lead Data Scientist,114K-179K,114,179,146.5,Worcester, MA,Worcester, MA,5001 - 10000,1852,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,114,179,146.5,The Hanover Insurance Group,MA,34,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,146.5,M
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",88K-162K,88,162,125,South San Francisco, CA,South San Francisco, CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,88,162,125,Genentech,CA,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,125,P
368,Sr. Data Analyst,60K-102K,60,102,81,Springfield, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,60,102,81,MassMutual,MA,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,81,Fresher
369,Senior Data & Machine Learning Scientist,100K-166K,100,166,133,Chicago, IL,Chicago, IL,501 - 1000,2015,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,100,166,133,Tempus Labs,IL,28,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,Sr,P,133,P
370,Program/Data Analyst,55K-99K,55,99,77,Washington, DC,Fairfax, VA,10000+,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",55,99,77,General Dynamics Information Technology,DC,23,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,M,77,M
371,Data Engineer,67K-117K,67,117,92,Herndon, VA,Herndon, VA,5001 - 10000,1968,Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,67,117,92,ManTech,VA,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,92,P
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,92K-150K,92,150,121,Cambridge, MA,Basel, Switzerland,10000+,1996,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,92,150,121,Novartis,MA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,121,M
375,"Principal Data Engineer, Data Platform & Insights",116K-209K,116,209,162.5,San Francisco, CA,San Rafael, CA,5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,209,162.5,Autodesk,CA,18,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,162.5,M
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,38K-82K,38,82,60,San Antonio, TX,San Antonio, TX,1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",38,82,60,Southwest Research Institute,TX,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,60,Fresher
377,Data Operations Lead,85K-90K,85,90,87.5,San Francisco, CA,San Francisco, CA,201 - 500,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,85,90,87.5,Mus,CA,22,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,87.5,M
379,Big Data Engineer,62K-119K,62,119,90.5,Indianapolis, IN,Pleasanton, CA,Jan-50,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,62,119,90.5,SpringML,IN,21,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,90.5,P
380,Data Scientist / Machine Learning Expert,86K-143K,86,143,114.5,Cambridge, MA,Basel, Switzerland,10000+,1996,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,86,143,114.5,Novartis,MA,22,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,Sr,na,114.5,M
381,Data Scientist,93K-149K,93,149,121,Sunnyvale, CA,Sunnyvale, CA,5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,93,149,121,Juniper Networks,CA,33,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,data scientist,Sr,M,121,M
382,Senior Data Scientist,84K-136K,84,136,110,Dallas, TX,Denver, CO,501 - 1000,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",84,136,110,The Integer Group,TX,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,110,M
383,PV Scientist,60K-123K,60,123,91.5,Newton, MA,Newton, MA,201 - 500,-1,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,60,123,91.5,Karyopharm Therapeutics Inc.,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,91.5,P
384,Clinical Data Analyst,52K-89K,52,89,70.5,Portsmouth, VA,Herndon, VA,5001 - 10000,1968,Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,52,89,70.5,ManTech,VA,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,70.5,Fresher
386,Data Engineer,48K-93K,48,93,70.5,Lafayette, LA,Denver, CO,501 - 1000,-1,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,48,93,70.5,P2 Energy Solutions,LA,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,70.5,Fresher
387,Computational Chemist/Data Scientist,56K-97K,56,97,76.5,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97,76.5,PNNL,WA,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,P,76.5,P
388,Data Engineer,65K-119K,65,119,92,Springfield, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,65,119,92,MassMutual,MA,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,92,P
390,Principal Data Scientist (Computational Chemistry),108K-173K,108,173,140.5,Salt Lake City, UT,Salt Lake City, UT,51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173,140.5,Recursion Pharmaceuticals,UT,43,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Sr,na,140.5,M
391,Product Engineer â€“ Data Science,63K-101K,63,101,82,Arlington, VA,Redlands, CA,1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101,82,Esri,VA,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,82,M
392,"Principal Scientist, Chemistry & Immunology",54K-115K,54,115,84.5,Rochester, NY,Rochester, NY,10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,Rochester Regional Health,NY,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,84.5,P
394,"Scientist/Senior Scientist, Autoimmune",90K-179K,90,179,134.5,Cambridge, MA,Cambridge, MA,201 - 500,2013,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179,134.5,Rubius Therapeutics,MA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,134.5,P
396,Data Scientist,127K-202K,127,202,164.5,San Francisco, CA,San Francisco, CA,201 - 500,2008,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,127,202,164.5,Samba TV,CA,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,164.5,M
397,Market Data Analyst,31K-57K,31,57,44,West Palm Beach, FL,West Palm Beach, FL,201 - 500,1991,Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,31,57,44,SV Microwave,FL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,44,M
398,Software Engineer - Data Visualization,60K-127K,60,127,93.5,Annapolis Junction, MD,Annapolis Junction, MD,51 - 200,2002,Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127,93.5,ClearEdge,MD,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,93.5,M
399,Data Engineer,75K-143K,75,143,109,Herndon, VA,Pleasanton, CA,Jan-50,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,75,143,109,SpringML,VA,40,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,109,P
400,Staff Data Engineer,105K-194K,105,194,149.5,Austin, TX,Redwood City, CA,501 - 1000,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",105,194,149.5,Sumo Logic,TX,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,M,149.5,M
401,Associate Data Engineer,45K-86K,45,86,65.5,Washington, DC,Washington, DC,1001 - 5000,2007,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,45,86,65.5,EAB,DC,21,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,65.5,M
403,Senior Data Scientist,95K-154K,95,154,124.5,Charlotte, NC,Charlotte, NC,1001 - 5000,2017,Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,95,154,124.5,Brighthouse Financial,NC,49,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,124.5,M
406,Staff BI and Data Engineer,80K-148K,80,148,114,San Jose, CA,New York, NY,51 - 200,1998,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",80,148,114,Affinity Solutions,CA,50,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,Sr,M,114,M
407,Marketing Data Analyst,36K-62K,36,62,49,Exton, PA,Exton, PA,501 - 1000,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",36,62,49,Citadel Federal Credit Union,PA,34,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,na,49,Fresher
409,"Principal Scientist, Hematology",54K-115K,54,115,84.5,Rochester, NY,Rochester, NY,10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,Rochester Regional Health,NY,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,84.5,P
410,Data Analyst,50K-92K,50,92,71,Alexandria, VA,Alexandria, VA,501 - 1000,1989,Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",50,92,71,CALIBRE Systems,VA,43,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,na,71,Fresher
411,"Director - Data, Privacy and AI Governance",67K-135K,67,135,101,Boston, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,67,135,101,MassMutual,MA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,director,Jr,na,101,P
412,Data Scientist,82K-132K,82,132,107,Redlands, CA,Redlands, CA,1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,82,132,107,Esri,CA,35,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,M,107,M
413,Data Scientist,85K-140K,85,140,112.5,Ipswich, MA,Ipswich, MA,201 - 500,1974,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",85,140,112.5,New England Biolabs,MA,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,112.5,P
414,Staff Machine Learning Engineer,138K-224K,138,224,181,San Francisco, CA,San Francisco, CA,201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224,181,Tapjoy,CA,28,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,Sr,na,181,M
415,Information Security Data Analyst,42K-80K,42,80,61,Chicago, IL,Chicago, IL,10000+,1928,Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",42,80,61,Motorola Solutions,IL,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,analyst,Jr,M,61,M
416,Lead Data Engineer,190K-220K,190,220,205,Mountain View, CA,Mountain View, CA,51 - 200,2010,Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220,205,Credit Sesame,CA,30,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,205,M
417,Scientist Manufacturing - Kentucky BioProcessing,68K-139K,68,139,103.5,Owensboro, KY,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,Reynolds American,KY,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,103.5,P
419,Data Analytics Project Manager,34K-92K,34,92,63,Springfield, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,34,92,63,MassMutual,MA,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,Jr,M,63,M
420,Consultant - Analytics Consulting,54K-71K,54,71,62.5,Hartford, CT,Bengaluru, India,10000+,1981,Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5,Infosys,CT,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,Jr,na,62.5,Fresher
421,Data Engineer,65K-124K,65,124,94.5,Orange, CA,Orange, CA,501 - 1000,2013,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124,94.5,Alignment Healthcare,CA,49,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,M,94.5,M
425,Marketing Data Analyst,35K-62K,35,62,48.5,Highland, CA,Highland, CA,1001 - 5000,1986,Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62,48.5,San Manuel Casino,CA,23,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,Jr,M,48.5,M
426,Senior Scientist (Neuroscience),109K-200K,109,200,154.5,Marlborough, MA,Marlborough, MA,1001 - 5000,2010,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",109,200,154.5,Sunovion,MA,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,154.5,P
427,Medical Laboratory Scientist,18K-25K,37,52,44.5,Burleson, TX,Arlington, TX,1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,37,52,44.5,Texas Health Huguley Hospital,TX,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,44.5,Fresher
